2008,2,26,100000
2008,2,27,100867
2008,2,28,101430
2008,2,29,100725
2008,3,3,99260
2008,3,4,98061
2008,3,5,98168
2008,3,6,98168
2008,3,7,98168
2008,3,10,98168
2008,3,11,98168
2008,3,12,98168
2008,3,13,98168
2008,3,14,98168
2008,3,17,98168
2008,3,18,98168
2008,3,19,98168
2008,3,20,98168
2008,3,24,98168
2008,3,25,98168
2008,3,26,98168
2008,3,27,98168
2008,3,28,98168
2008,3,31,98168
2008,4,1,98168
2008,4,2,98261
2008,4,3,98302
2008,4,4,98293
2008,4,7,98305
2008,4,8,98319
2008,4,9,98361
2008,4,10,98381
2008,4,11,98306
2008,4,14,98243
2008,4,15,98243
2008,4,16,98243
2008,4,17,98243
2008,4,18,98243
2008,4,21,98541
2008,4,22,96736
2008,4,23,97541
2008,4,24,96995
2008,4,25,97381
2008,4,28,97562
2008,4,29,97464
2008,4,30,97390
2008,5,1,97709
2008,5,2,97768
2008,5,5,97961
2008,5,6,98657
2008,5,7,97907
2008,5,8,98294
2008,5,9,97684
2008,5,12,97991
2008,5,13,98063
2008,5,14,98063
2008,5,15,98063
2008,5,16,98281
2008,5,19,97992
2008,5,20,97908
2008,5,21,97382
2008,5,22,97596
2008,5,23,97236
2008,5,27,97404
2008,5,28,97404
2008,5,29,97404
2008,5,30,97404
2008,6,2,97404
2008,6,3,97404
2008,6,4,97404
2008,6,5,97404
2008,6,6,97404
2008,6,9,97404
2008,6,10,97404
2008,6,11,97404
2008,6,12,97404
2008,6,13,97404
2008,6,16,97404
2008,6,17,97404
2008,6,18,97404
2008,6,19,97404
2008,6,20,97404
2008,6,23,97404
2008,6,24,97404
2008,6,25,97404
2008,6,26,97404
2008,6,27,97404
2008,6,30,97404
2008,7,1,97404
2008,7,2,97404
2008,7,3,97404
2008,7,7,97404
2008,7,8,97404
2008,7,9,97404
2008,7,10,97404
2008,7,11,97404
2008,7,14,97404
2008,7,15,97404
2008,7,16,97404
2008,7,17,97404
2008,7,18,97404
2008,7,21,97404
2008,7,22,97404
2008,7,23,97404
2008,7,24,97404
2008,7,25,97404
2008,7,28,97404
2008,7,29,97404
2008,7,30,97404
2008,7,31,97406
2008,8,1,97346
2008,8,4,97346
2008,8,5,97434
2008,8,6,98386
2008,8,7,97961
2008,8,8,97843
2008,8,11,97897
2008,8,12,98810
2008,8,13,102738
2008,8,14,101913
2008,8,15,100678
2008,8,18,99777
2008,8,19,99750
2008,8,20,99811
2008,8,21,99906
2008,8,22,100022
2008,8,25,100022
2008,8,26,100022
2008,8,27,100022
2008,8,28,100022
2008,8,29,100022
2008,9,2,100022
2008,9,3,100022
2008,9,4,100022
2008,9,5,100022
2008,9,8,100022
2008,9,9,100022
2008,9,10,100022
2008,9,11,100022
2008,9,12,100022
2008,9,15,100022
2008,9,16,100022
2008,9,17,100022
2008,9,18,100022
2008,9,19,100022
2008,9,22,100022
2008,9,23,100022
2008,9,24,100022
2008,9,25,100022
2008,9,26,100022
2008,9,29,100022
2008,9,30,100022
2008,10,1,100022
2008,10,2,100022
2008,10,3,100022
2008,10,6,100022
2008,10,7,100022
2008,10,8,100022
2008,10,9,100022
2008,10,10,100022
2008,10,13,100022
2008,10,14,100022
2008,10,15,100022
2008,10,16,100022
2008,10,17,100022
2008,10,20,100022
2008,10,21,100022
2008,10,22,100022
2008,10,23,100022
2008,10,24,100022
2008,10,27,100022
2008,10,28,100022
2008,10,29,100022
2008,10,30,100022
2008,10,31,100022
2008,11,3,100022
2008,11,4,100022
2008,11,5,100009
2008,11,6,99993
2008,11,7,99987
2008,11,10,99967
2008,11,11,99966
2008,11,12,99966
2008,11,13,99966
2008,11,14,99966
2008,11,17,99966
2008,11,18,99966
2008,11,19,99966
2008,11,20,99966
2008,11,21,99966
2008,11,24,99966
2008,11,25,99966
2008,11,26,99966
2008,11,28,99966
2008,12,1,99966
2008,12,2,99966
2008,12,3,99966
2008,12,4,99966
2008,12,5,99966
2008,12,8,99966
2008,12,9,99966
2008,12,10,99966
2008,12,11,99966
2008,12,12,99966
2008,12,15,99966
2008,12,16,99966
2008,12,17,99971
2008,12,18,100080
2008,12,19,100152
2008,12,22,100139
2008,12,23,99998
2008,12,24,99998
2008,12,26,99998
2008,12,29,99998
2008,12,30,99998
2008,12,31,99998
2009,1,2,100083
2009,1,5,100105
2009,1,6,100116
2009,1,7,100079
2009,1,8,100142
2009,1,9,100150
2009,1,12,99899
2009,1,13,100020
2009,1,14,100020
2009,1,15,100020
2009,1,16,100020
2009,1,20,100020
2009,1,21,100020
2009,1,22,100020
2009,1,23,100020
2009,1,26,100020
2009,1,27,100020
2009,1,28,100020
2009,1,29,100020
2009,1,30,100020
2009,2,2,100020
2009,2,3,100020
2009,2,4,100020
2009,2,5,100020
2009,2,6,100020
2009,2,9,100020
2009,2,10,100020
2009,2,11,100020
2009,2,12,100020
2009,2,13,100020
2009,2,17,100020
2009,2,18,100020
2009,2,19,100020
2009,2,20,100020
2009,2,23,100020
2009,2,24,100020
2009,2,25,100020
2009,2,26,100020
2009,2,27,100020
2009,3,2,100020
2009,3,3,100020
2009,3,4,100020
2009,3,5,100020
2009,3,6,100020
2009,3,9,100020
2009,3,10,100020
2009,3,11,100020
2009,3,12,100020
2009,3,13,100020
2009,3,16,100020
2009,3,17,100020
2009,3,18,100020
2009,3,19,100005
2009,3,20,100002
2009,3,23,100113
2009,3,24,100118
2009,3,25,100150
2009,3,26,100182
2009,3,27,100173
2009,3,30,100178
2009,3,31,100249
2009,4,1,100249
2009,4,2,100249
2009,4,3,100249
2009,4,6,100053
2009,4,7,100116
