2008,1,4,50000
2008,1,7,49965
2008,1,8,49915
2008,1,9,49904
2008,1,10,50008
2008,1,11,49883
2008,1,14,49959
2008,1,15,49858
2008,1,16,49977
2008,1,17,49952
2008,1,18,50022
2008,1,22,50106
2008,1,23,50332
2008,1,24,50369
2008,1,25,50398
2008,1,28,50457
2008,1,29,50457
2008,1,30,50457
2008,1,31,50457
2008,2,1,50457
2008,2,4,50457
2008,2,5,50457
2008,2,6,50457
2008,2,7,50457
2008,2,8,50457
2008,2,11,50457
2008,2,12,50457
2008,2,13,50457
2008,2,14,50457
2008,2,15,50457
2008,2,19,50457
2008,2,20,50457
2008,2,21,50437
2008,2,22,50477
2008,2,25,50481
2008,2,26,50515
2008,2,27,50481
2008,2,28,50395
2008,2,29,50297
2008,3,3,50284
2008,3,4,50274
2008,3,5,50286
2008,3,6,50286
2008,3,7,50286
2008,3,10,50286
2008,3,11,50286
2008,3,12,50286
2008,3,13,50286
2008,3,14,50286
2008,3,17,50286
2008,3,18,50286
2008,3,19,50286
2008,3,20,50286
2008,3,24,50286
2008,3,25,50286
2008,3,26,50286
2008,3,27,50286
2008,3,28,50286
2008,3,31,50286
2008,4,1,50286
2008,4,2,50286
2008,4,3,50286
2008,4,4,50286
2008,4,7,50286
2008,4,8,50286
2008,4,9,50286
2008,4,10,50286
2008,4,11,50286
2008,4,14,50286
2008,4,15,50314
2008,4,16,50373
2008,4,17,50381
2008,4,18,50349
2008,4,21,50326
2008,4,22,50326
2008,4,23,50326
2008,4,24,50326
2008,4,25,50326
2008,4,28,50326
2008,4,29,50326
2008,4,30,50326
2008,5,1,50326
2008,5,2,50326
2008,5,5,50326
2008,5,6,50326
2008,5,7,50326
2008,5,8,50326
2008,5,9,50366
2008,5,12,50352
2008,5,13,50334
2008,5,14,50356
2008,5,15,50368
2008,5,16,50368
2008,5,19,50368
2008,5,20,50368
2008,5,21,50368
2008,5,22,50385
2008,5,23,50355
2008,5,27,50364
2008,5,28,50358
2008,5,29,50409
2008,5,30,50409
2008,6,2,50390
2008,6,3,50373
2008,6,4,50364
2008,6,5,50362
2008,6,6,50332
2008,6,9,50332
2008,6,10,50321
2008,6,11,50237
2008,6,12,50230
2008,6,13,50227
2008,6,16,50292
2008,6,17,50236
2008,6,18,50225
2008,6,19,50225
2008,6,20,50225
2008,6,23,50225
2008,6,24,50225
2008,6,25,50240
2008,6,26,50213
2008,6,27,50189
2008,6,30,50185
2008,7,1,50135
2008,7,2,50113
2008,7,3,50099
2008,7,7,50110
2008,7,8,50168
2008,7,9,50100
2008,7,10,50060
2008,7,11,49938
2008,7,14,49848
2008,7,15,49719
2008,7,16,50153
2008,7,17,50444
2008,7,18,50551
2008,7,21,50569
2008,7,22,50553
2008,7,23,50562
2008,7,24,50562
2008,7,25,50562
2008,7,28,50562
2008,7,29,50776
2008,7,30,50809
2008,7,31,50770
2008,8,1,50793
2008,8,4,50755
2008,8,5,50755
2008,8,6,50755
2008,8,7,50755
2008,8,8,50752
2008,8,11,50764
2008,8,12,50763
2008,8,13,50759
2008,8,14,50843
2008,8,15,50863
2008,8,18,50803
2008,8,19,50773
2008,8,20,50821
2008,8,21,50799
2008,8,22,50874
2008,8,25,50814
2008,8,26,50756
2008,8,27,50809
2008,8,28,50797
2008,8,29,50779
2008,9,2,50790
2008,9,3,50790
2008,9,4,50790
2008,9,5,50822
2008,9,8,50855
2008,9,9,50784
2008,9,10,50807
2008,9,11,50825
2008,9,12,50788
2008,9,15,50686
2008,9,16,48998
2008,9,17,45987
2008,9,18,47316
2008,9,19,49589
2008,9,22,50713
2008,9,23,50607
2008,9,24,50637
2008,9,25,50669
2008,9,26,50671
2008,9,29,50290
2008,9,30,51028
2008,10,1,51337
2008,10,2,51507
2008,10,3,51879
2008,10,6,51600
2008,10,7,51273
2008,10,8,51151
2008,10,9,49896
2008,10,10,50445
2008,10,13,52598
2008,10,14,54470
2008,10,15,52781
2008,10,16,53488
2008,10,17,53475
2008,10,20,53982
2008,10,21,53548
2008,10,22,52656
2008,10,23,52545
2008,10,24,52105
2008,10,27,51940
2008,10,28,54253
2008,10,29,54366
2008,10,30,55004
2008,10,31,55496
2008,11,3,55333
2008,11,4,55355
2008,11,5,55234
2008,11,6,54862
2008,11,7,55100
2008,11,10,54587
2008,11,11,54265
2008,11,12,53021
2008,11,13,54168
2008,11,14,53549
2008,11,17,53122
2008,11,18,52108
2008,11,19,48963
2008,11,20,44683
2008,11,21,45032
2008,11,24,50345
2008,11,25,51058
2008,11,26,52450
2008,11,28,52606
2008,12,1,52606
2008,12,2,53325
2008,12,3,53769
2008,12,4,53539
2008,12,5,54266
2008,12,8,54968
2008,12,9,54966
2008,12,10,55181
2008,12,11,54986
2008,12,12,55208
2008,12,15,54925
2008,12,16,55656
2008,12,17,55820
2008,12,18,55863
2008,12,19,55965
2008,12,22,55574
2008,12,23,55506
2008,12,24,55547
2008,12,26,55619
2008,12,29,55664
2008,12,30,55994
2008,12,31,56154
2009,1,2,56216
2009,1,5,56220
2009,1,6,56241
2009,1,7,56185
2009,1,8,56256
2009,1,9,56014
2009,1,12,55701
2009,1,13,55826
2009,1,14,55098
2009,1,15,54953
2009,1,16,55220
2009,1,20,54413
2009,1,21,55092
2009,1,22,54790
2009,1,23,54994
2009,1,26,54970
2009,1,27,55098
2009,1,28,55438
2009,1,29,55148
2009,1,30,54842
2009,2,2,54768
2009,2,3,54863
2009,2,4,54611
2009,2,5,54830
2009,2,6,55172
2009,2,9,55234
2009,2,10,55051
2009,2,11,55257
2009,2,12,55263
2009,2,13,55194
2009,2,17,54438
2009,2,18,54388
2009,2,19,53991
2009,2,20,53972
2009,2,23,53834
2009,2,24,54842
2009,2,25,54690
2009,2,26,54759
2009,2,27,54438
2009,3,2,53654
2009,3,3,53313
2009,3,4,53774
2009,3,5,52526
2009,3,6,52320
2009,3,9,52667
2009,3,10,54406
2009,3,11,54800
2009,3,12,56079
2009,3,13,56165
2009,3,16,56114
2009,3,17,56287
2009,3,18,56606
2009,3,19,56554
2009,3,20,55989
2009,3,23,57095
2009,3,24,56973
2009,3,25,56944
2009,3,26,57451
2009,3,27,57348
2009,3,30,57012
2009,3,31,57013
2009,4,1,57217
2009,4,2,57637
2009,4,3,58122
2009,4,6,58068
